TEAM_ID,SEASON,W,W_PCT
1610612750,2015-16,29.0,0.354
1610612740,2015-16,30.0,0.366
1610612752,2015-16,32.0,0.39
1610612760,2015-16,55.0,0.671
1610612753,2015-16,35.0,0.427
1610612755,2015-16,10.0,0.122
1610612756,2015-16,23.0,0.28
1610612757,2015-16,44.0,0.537
1610612758,2015-16,33.0,0.402
1610612759,2015-16,67.0,0.817
1610612761,2015-16,56.0,0.683
1610612762,2015-16,40.0,0.488
1610612764,2015-16,41.0,0.5
1610612737,2016-17,43.0,0.524
1610612738,2016-17,53.0,0.646
1610612751,2016-17,20.0,0.244
1610612766,2016-17,36.0,0.439
1610612741,2016-17,41.0,0.5
1610612739,2016-17,51.0,0.622
1610612742,2016-17,33.0,0.402
1610612743,2016-17,40.0,0.488
1610612765,2016-17,37.0,0.451
1610612744,2016-17,67.0,0.817
1610612745,2016-17,55.0,0.671
1610612754,2016-17,42.0,0.512
1610612746,2016-17,51.0,0.622
1610612747,2016-17,26.0,0.317
1610612763,2016-17,43.0,0.524
1610612748,2016-17,41.0,0.5
1610612749,2016-17,42.0,0.512
1610612750,2016-17,31.0,0.378
1610612740,2016-17,34.0,0.415
1610612752,2016-17,31.0,0.378
1610612760,2016-17,47.0,0.573
1610612753,2016-17,29.0,0.354
1610612755,2016-17,28.0,0.341
1610612756,2016-17,24.0,0.293
1610612757,2016-17,41.0,0.5
1610612758,2016-17,32.0,0.39
1610612759,2016-17,61.0,0.744
1610612761,2016-17,51.0,0.622
1610612762,2016-17,51.0,0.622
1610612764,2016-17,49.0,0.598
1610612737,2017-18,24.0,0.293
1610612738,2017-18,55.0,0.671
1610612751,2017-18,28.0,0.341
1610612766,2017-18,36.0,0.439
1610612741,2017-18,27.0,0.329
1610612739,2017-18,50.0,0.61
1610612742,2017-18,24.0,0.293
1610612743,2017-18,46.0,0.561
1610612765,2017-18,39.0,0.476
1610612744,2017-18,58.0,0.707
1610612745,2017-18,65.0,0.793
1610612754,2017-18,48.0,0.585
1610612746,2017-18,42.0,0.512
1610612747,2017-18,35.0,0.427
1610612763,2017-18,22.0,0.268
1610612748,2017-18,44.0,0.537
1610612749,2017-18,44.0,0.537
1610612750,2017-18,47.0,0.573
1610612740,2017-18,48.0,0.585
1610612752,2017-18,29.0,0.354
1610612760,2017-18,48.0,0.585
1610612753,2017-18,25.0,0.305
1610612755,2017-18,52.0,0.634
1610612756,2017-18,21.0,0.256
1610612757,2017-18,49.0,0.598
1610612758,2017-18,27.0,0.329
1610612759,2017-18,47.0,0.573
1610612761,2017-18,59.0,0.72
1610612762,2017-18,48.0,0.585
1610612764,2017-18,43.0,0.524
1610612737,2018-19,29.0,0.354
1610612738,2018-19,49.0,0.598
1610612751,2018-19,42.0,0.512
1610612766,2018-19,39.0,0.476
1610612741,2018-19,22.0,0.268
1610612739,2018-19,19.0,0.232
1610612742,2018-19,33.0,0.402
1610612743,2018-19,54.0,0.659
1610612765,2018-19,41.0,0.5
1610612744,2018-19,57.0,0.695
1610612745,2018-19,53.0,0.646
1610612754,2018-19,48.0,0.585
1610612746,2018-19,48.0,0.585
1610612747,2018-19,37.0,0.451
1610612763,2018-19,33.0,0.402
1610612748,2018-19,39.0,0.476
1610612749,2018-19,60.0,0.732
1610612750,2018-19,36.0,0.439
1610612740,2018-19,33.0,0.402
1610612752,2018-19,17.0,0.207
1610612760,2018-19,49.0,0.598
1610612753,2018-19,42.0,0.512
1610612755,2018-19,51.0,0.622
1610612756,2018-19,19.0,0.232
1610612757,2018-19,53.0,0.646
1610612758,2018-19,39.0,0.476
1610612759,2018-19,48.0,0.585
1610612761,2018-19,58.0,0.707
1610612762,2018-19,50.0,0.61
1610612764,2018-19,32.0,0.39
1610612737,2019-20,20.0,0.299
1610612738,2019-20,48.0,0.667
1610612751,2019-20,35.0,0.486
1610612766,2019-20,23.0,0.354
1610612741,2019-20,22.0,0.338
1610612739,2019-20,19.0,0.292
1610612742,2019-20,43.0,0.573
1610612743,2019-20,46.0,0.63
1610612765,2019-20,20.0,0.303
1610612744,2019-20,15.0,0.231
1610612745,2019-20,44.0,0.611
1610612754,2019-20,45.0,0.616
1610612746,2019-20,49.0,0.681
1610612747,2019-20,52.0,0.732
1610612763,2019-20,34.0,0.466
1610612748,2019-20,44.0,0.603
1610612749,2019-20,56.0,0.767
1610612750,2019-20,19.0,0.297
1610612740,2019-20,30.0,0.417
1610612752,2019-20,21.0,0.318
1610612760,2019-20,44.0,0.611
1610612753,2019-20,33.0,0.452
1610612755,2019-20,43.0,0.589
1610612756,2019-20,34.0,0.466
1610612757,2019-20,35.0,0.473
1610612758,2019-20,31.0,0.431
1610612759,2019-20,32.0,0.451
1610612761,2019-20,53.0,0.736
1610612762,2019-20,44.0,0.611
1610612764,2019-20,25.0,0.347
1610612737,2020-21,41.0,0.569
1610612738,2020-21,36.0,0.5
1610612751,2020-21,48.0,0.667
1610612766,2020-21,33.0,0.458
1610612741,2020-21,31.0,0.431
1610612739,2020-21,22.0,0.306
1610612742,2020-21,42.0,0.583
1610612743,2020-21,47.0,0.653
1610612765,2020-21,20.0,0.278
1610612744,2020-21,39.0,0.542
1610612745,2020-21,17.0,0.236
1610612754,2020-21,34.0,0.472
1610612746,2020-21,47.0,0.653
1610612747,2020-21,42.0,0.583
1610612763,2020-21,38.0,0.528
1610612748,2020-21,40.0,0.556
1610612749,2020-21,46.0,0.639
1610612750,2020-21,23.0,0.319
1610612740,2020-21,31.0,0.431
1610612752,2020-21,41.0,0.569
1610612760,2020-21,22.0,0.306
1610612753,2020-21,21.0,0.292
1610612755,2020-21,49.0,0.681
1610612756,2020-21,51.0,0.708
1610612757,2020-21,42.0,0.583
1610612758,2020-21,31.0,0.431
1610612759,2020-21,33.0,0.458
1610612761,2020-21,27.0,0.375
1610612762,2020-21,52.0,0.722
1610612764,2020-21,34.0,0.472
1610612737,2021-22,43.0,0.524
1610612738,2021-22,51.0,0.622
1610612751,2021-22,44.0,0.537
1610612766,2021-22,43.0,0.524
1610612741,2021-22,46.0,0.561
1610612739,2021-22,44.0,0.537
1610612742,2021-22,52.0,0.634
1610612743,2021-22,48.0,0.585
1610612765,2021-22,23.0,0.28
1610612744,2021-22,53.0,0.646
1610612745,2021-22,20.0,0.244
1610612754,2021-22,25.0,0.305
1610612746,2021-22,42.0,0.512
1610612747,2021-22,33.0,0.402
1610612763,2021-22,56.0,0.683
1610612748,2021-22,53.0,0.646
1610612749,2021-22,51.0,0.622
1610612750,2021-22,46.0,0.561
1610612740,2021-22,36.0,0.439
1610612752,2021-22,37.0,0.451
1610612760,2021-22,24.0,0.293
1610612753,2021-22,22.0,0.268
1610612755,2021-22,51.0,0.622
1610612756,2021-22,64.0,0.78
1610612757,2021-22,27.0,0.329
1610612758,2021-22,30.0,0.366
1610612759,2021-22,34.0,0.415
1610612761,2021-22,48.0,0.585
1610612762,2021-22,49.0,0.598
1610612764,2021-22,35.0,0.427
1610612737,2022-23,41.0,0.5
1610612738,2022-23,57.0,0.695
1610612751,2022-23,45.0,0.549
1610612766,2022-23,27.0,0.329
1610612741,2022-23,40.0,0.488
1610612739,2022-23,51.0,0.622
1610612742,2022-23,38.0,0.463
1610612743,2022-23,53.0,0.646
1610612765,2022-23,17.0,0.207
1610612744,2022-23,44.0,0.537
1610612745,2022-23,22.0,0.268
1610612754,2022-23,35.0,0.427
1610612746,2022-23,44.0,0.537
1610612747,2022-23,43.0,0.524
1610612763,2022-23,51.0,0.622
1610612748,2022-23,44.0,0.537
1610612749,2022-23,58.0,0.707
1610612750,2022-23,42.0,0.512
1610612740,2022-23,42.0,0.512
1610612752,2022-23,47.0,0.573
1610612760,2022-23,40.0,0.488
1610612753,2022-23,34.0,0.415
1610612755,2022-23,54.0,0.659
1610612756,2022-23,45.0,0.549
1610612757,2022-23,33.0,0.402
1610612758,2022-23,48.0,0.585
1610612759,2022-23,22.0,0.268
1610612761,2022-23,41.0,0.5
1610612762,2022-23,37.0,0.451
1610612764,2022-23,35.0,0.427
1610612737,2023-24,36.0,0.439
1610612738,2023-24,64.0,0.78
1610612751,2023-24,32.0,0.39
1610612766,2023-24,21.0,0.256
1610612741,2023-24,39.0,0.476
1610612739,2023-24,48.0,0.585
1610612742,2023-24,50.0,0.61
1610612743,2023-24,57.0,0.695
1610612765,2023-24,14.0,0.171
1610612744,2023-24,46.0,0.561
1610612745,2023-24,41.0,0.5
1610612754,2023-24,47.0,0.573
1610612746,2023-24,51.0,0.622
1610612747,2023-24,47.0,0.573
1610612763,2023-24,27.0,0.329
1610612748,2023-24,46.0,0.561
1610612749,2023-24,49.0,0.598
1610612750,2023-24,56.0,0.683
1610612740,2023-24,49.0,0.598
1610612752,2023-24,50.0,0.61
1610612760,2023-24,57.0,0.695
1610612753,2023-24,47.0,0.573
1610612755,2023-24,47.0,0.573
1610612756,2023-24,49.0,0.598
1610612757,2023-24,21.0,0.256
1610612758,2023-24,46.0,0.561
1610612759,2023-24,22.0,0.268
1610612761,2023-24,25.0,0.305
1610612762,2023-24,31.0,0.378
1610612764,2023-24,15.0,0.183
1610612737,2024-25,40.0,0.488
1610612738,2024-25,61.0,0.744
1610612751,2024-25,26.0,0.317
1610612766,2024-25,19.0,0.232
1610612741,2024-25,39.0,0.476
1610612739,2024-25,64.0,0.78
1610612742,2024-25,39.0,0.476
1610612743,2024-25,50.0,0.61
1610612765,2024-25,44.0,0.537
1610612744,2024-25,48.0,0.585
1610612745,2024-25,52.0,0.634
1610612754,2024-25,50.0,0.61
1610612746,2024-25,50.0,0.61
1610612747,2024-25,50.0,0.61
1610612763,2024-25,48.0,0.585
1610612748,2024-25,37.0,0.451
1610612749,2024-25,48.0,0.585
1610612750,2024-25,49.0,0.598
1610612740,2024-25,21.0,0.256
1610612752,2024-25,51.0,0.622
1610612760,2024-25,68.0,0.829
1610612753,2024-25,41.0,0.5
1610612755,2024-25,24.0,0.293
1610612756,2024-25,36.0,0.439
1610612757,2024-25,36.0,0.439
1610612758,2024-25,40.0,0.488
1610612759,2024-25,34.0,0.415
1610612761,2024-25,30.0,0.366
1610612762,2024-25,17.0,0.207
1610612764,2024-25,18.0,0.22
