PLAYER_ID,PLAYER_NAME,TEAM_ID,SEASON,GP,MIN,AST,REB,BLK,FG3_PCT,STL,FG_PCT,FT_PCT,PTS
920,A.C. Green,1610612742,1996-97,1.2844734515042884,1.0008351942868379,-0.5773307532400267,1.7577738331181132,-0.4498492256311269,-1.1610858202738221,0.3640968972704652,0.45183741139769756,-0.25065824236631257,-0.17246723275294168
243,Aaron McKie,1610612765,1996-97,1.2844734515042884,-0.052353398364115455,0.031953808598058485,-0.3444214697607321,-0.23394691224875136,0.8499670704757283,0.5920465549456808,-0.2504992762736294,0.6703058579736754,-0.5017104473234768
1425,Aaron Williams,1610612763,1996-97,-0.7065996182789027,-0.31314295463958974,-0.7434992701049591,0.3024078542019893,1.0614669680455022,-1.4500302011286426,-0.31975207575518194,1.339512947204513,-0.1367755847973892,-0.3370888400382092
768,Acie Earl,1610612749,1996-97,-0.14909915873960922,-0.9550864777792185,-0.7988887757266032,-0.6274092989944229,0.4137600278983754,-1.4500302011286426,-0.7756513911056133,-0.6114222963269499,-0.2853181816264197,-0.6992563760657978
228,Adam Keefe,1610612762,1996-97,0.44822276219534807,-0.533811040718837,-0.7434992701049591,-0.021006807779371424,-0.4498492256311269,-1.4500302011286426,-0.31975207575518194,0.7444776979274174,-0.057552866488573495,-0.7321806975228514
154,Adrian Caldwell,1610612755,1996-97,-0.22874208153093684,-0.7444487592490279,-0.8542782813482472,0.05984685771596884,-0.4498492256311269,-1.4500302011286426,-0.5477017334303975,-0.016387047049853557,-1.3894848180555455,-0.9955752691792794
673,Alan Henderson,1610612737,1996-97,-0.8260640024658942,-0.3532644248358164,-0.5773307532400267,0.14070052321130894,-0.4498492256311269,-1.4500302011286426,0.1361472395952493,0.37380000165643895,-0.49822923708136335,-0.2712401971241023
1059,Aleksandar Djordjevic,1610612757,1996-97,-1.7021361531704982,-1.235936769152806,-0.6881097644833148,-1.1933849574618043,-0.8816538523958781,2.676095557478193,-1.4595003641312603,0.6176669070978721,0.4920547417788393,-0.8474158226225387
275,Allan Houston,1610612752,1996-97,1.2048305287129606,1.3017462207585389,0.19812232546299097,-0.22314097151772191,-0.4498492256311269,0.7748415314534749,-0.31975207575518194,-0.13344316166174147,0.5069090014617423,1.0786569826150918
947,Allen Iverson,1610612755,1996-97,1.0057232217346415,1.993841581643451,3.1337661234101284,0.22155418870664903,-0.23394691224875136,0.520570476301233,3.327442447048269,-0.20172589518534276,0.0068155921373397165,2.510864965996919
297,Alonzo Mourning,1610612748,1996-97,0.6075086077780033,1.5123839392887297,-0.13421470826687376,2.5663104880715153,5.379513235693014,-0.8085736756309413,0.3640968972704652,0.9493258984982212,-0.2902696015207207,1.9017650190414295
175,Alton Lister,1610612738,1996-97,0.08982960963437371,-1.0453597857207289,-0.9096677869698914,-0.14228730602238165,-0.23394691224875136,-1.4500302011286426,-1.003601048780829,-0.20172589518534276,0.20487238790938037,-1.09434823355044
1043,Amal McCaskill,1610612753,1996-97,-1.3437430006095237,-1.3763619148395998,-0.7988887757266032,-0.9103971282281135,-0.23394691224875136,-1.4500302011286426,-1.003601048780829,-1.2064575456040463,-0.16648410416319528,-1.09434823355044
692,Andrew DeClercq,1610612744,1996-97,0.8066159147563224,-0.5137503056207238,-0.7434992701049591,0.26198102145431934,-0.018044598866375695,-1.4500302011286426,-0.31975207575518194,0.8127604314510186,-0.4833749773984603,-0.48524828659495006
457,Andrew Lang,1610612749,1996-97,0.05000814823870989,0.28867909830381216,-0.7434992701049591,0.7066761816786903,1.0614669680455022,-1.4500302011286426,-0.31975207575518194,0.2664985632622089,0.10089257012905901,-0.48524828659495006
358,Anfernee Hardaway,1610612753,1996-97,0.3287583780083566,1.763143128015147,2.0813655165988907,0.3832615196973296,0.4137600278983754,0.3876560611080154,2.1876941586721905,0.10066906756203436,0.591083139664859,2.0170001441411167
924,Anthony Goldwire,1610612743,1996-97,0.36857983940402045,-0.022262295716945643,1.0289649097876528,-0.8699702954804435,-0.8816538523958781,0.9655448228176562,-0.09180241807996631,-0.3870647433208314,0.402929183681421,-0.287702357852629
193,Anthony Mason,1610612766,1996-97,0.8862588375476501,2.294752608115152,2.1367550222205347,3.1727129792865667,0.19785771451599984,0.47433937536446164,0.8199962126208964,0.8615338125393053,0.21972664759228341,1.309127232814466
292,Anthony Miller,1610612737,1996-97,-1.9808863829401449,-0.6441450837584609,-1.0204467982131795,1.393932338389082,-0.8816538523958781,-1.4500302011286426,-1.4595003641312603,-4.259671201730787,-3.46908117366197,-1.357742805206868
324,Anthony Peeler,1610612763,1996-97,0.8464373761519862,1.1713514426208016,0.9735754041660085,-0.06143364052704156,-0.4498492256311269,0.7054948800483178,1.9597445009969747,-0.3773100671031741,0.591083139664859,1.0292705004295113
156,Antoine Carr,1610612762,1996-97,1.2446519901086244,-0.2329000142471361,-0.5219412476183826,-0.46570196800374253,0.8455646546631268,-1.4500302011286426,-0.7756513911056133,0.45183741139769756,0.393026343892819,-0.13954291129588814
952,Antoine Walker,1610612738,1996-97,1.2446519901086244,1.6126876147792966,0.7520173816794321,2.2024689933424844,0.4137600278983754,0.43966604966188316,1.5038451856465436,-0.10417913300876949,-0.3447352203580319,1.523135322285314
213,Antonio Davis,1610612754,1996-97,1.2446519901086244,0.8403493135019305,-0.5773307532400267,1.5152128366320923,1.2773692814278776,-1.0397291803147974,-0.31975207575518194,0.4323280589623829,-0.17143552405749632,0.37078407128844115
